Removed Pin From Net: NetName=GND Pin=C27-2
Removed Pin From Net: NetName=GND Pin=C28-2
Removed Pin From Net: NetName=GND Pin=C29-1
Removed Pin From Net: NetName=+5 Pin=C29-2
Removed Pin From Net: NetName=GND Pin=C30-1
Removed Pin From Net: NetName=+5 Pin=C30-2
Removed Pin From Net: NetName=GND Pin=C31-1
Removed Pin From Net: NetName=3.3V Pin=C31-2
Removed Pin From Net: NetName=CAN1_N Pin=P3-1
Removed Pin From Net: NetName=CAN1_P Pin=P3-2
Removed Pin From Net: NetName=CAN2_N Pin=P4-1
Removed Pin From Net: NetName=CAN2_P Pin=P4-2
Removed Pin From Net: NetName=RSTn Pin=R11-1
Removed Pin From Net: NetName=SCSn Pin=U1-109
Removed Pin From Net: NetName=NetC9_1 Pin=U2-1
Removed Pin From Net: NetName=3.3V Pin=U2-4
Removed Pin From Net: NetName=3.3V Pin=U2-5
Removed Pin From Net: NetName=NetC9_1 Pin=U2-6
Removed Pin From Net: NetName=GND Pin=U2-7
Removed Member From Class: ClassName=CAN_bus Member=C27
Removed Member From Class: ClassName=CAN_bus Member=C28
Removed Member From Class: ClassName=CAN_bus Member=C29
Removed Member From Class: ClassName=CAN_bus Member=C30
Removed Member From Class: ClassName=CAN_bus Member=C31
Removed Member From Class: ClassName=CAN_bus Member=P3
Removed Member From Class: ClassName=CAN_bus Member=P4
Change Component Description : Designator=C2 Old Description=Capacitor (Semiconductor SIM Model) New Description=CAP CER 0.1UF 100V X7R 1206
Change Component Description : Designator=C7 Old Description=Capacitor (Semiconductor SIM Model) New Description=CAP CER 0.1UF 100V X7R 1206
Change Component Description : Designator=C3 Old Description=Capacitor (Semiconductor SIM Model) New Description=CL31 Series 1206 0.01 uF 25 V 5 % COG SMT Multilayer Ceramic Capacitor
Change Component Description : Designator=C4 Old Description=Capacitor (Semiconductor SIM Model) New Description=CL31 Series 1206 0.01 uF 25 V 5 % COG SMT Multilayer Ceramic Capacitor
Change Component Description : Designator=C11 Old Description=Capacitor (Semiconductor SIM Model) New Description=Multilayer Ceramic Capacitors MLCC - SMD/SMT 50volts 1uF X7R 10%
Change Component Description : Designator=C5 Old Description=Capacitor (Semiconductor SIM Model) New Description=MURATA         GRM31CR71H225KA88L.             SMD Multilayer Ceramic Capacitor, 1206 [3216 Metric], 2.2 F, 50 V,  10%, X7R
Change Component Description : Designator=C6 Old Description=Capacitor (Semiconductor SIM Model) New Description=MURATA         GRM31CR71H225KA88L.             SMD Multilayer Ceramic Capacitor, 1206 [3216 Metric], 2.2 F, 50 V,  10%, X7R
Change Component Description : Designator=C1 Old Description=Capacitor (Semiconductor SIM Model) New Description=SAMSUNG ELECTRO-MECHANICS - CL31B105KOFNNNE - SMD Multilayer Ceramic Capacitor, 1 µF, 16 V, 1206 [3216 Metric], ± 10%, X7R, CL Series
Change Component Description : Designator=C26 Old Description=Capacitor New Description=TDK - CGA3E2X7R1H104K080AA. - CERAMIC CAPACITOR, 0.1UF, 50V, X7R, 0603, FULL REEL
Change Component Description : Designator=C24 Old Description=Ceramic CAP 0402(1005) New Description=CAP CER 4.7UF 10V X5R 0402
Change Component Description : Designator=F1 Old Description=Fuse New Description=PTC Resettable Fuse 0.2A(hold) 0.4A(trip) 30VDC 10A 0.4W 0.1s 0.6Ohm SMD Solder Pad 3.5 X 1.8 X 0.75mm T/R
Change Component Description : Designator=FB3 Old Description=Inductor New Description=WURTH ELEKTRONIK         744772103             LINE CHOKE, 10000UH, 0.14A
Change Component Description : Designator=C9 Old Description=Polarized Capacitor (Surface Mount) New Description=CAP CER 0.1UF 100V X7R 1206
Change Component Description : Designator=C8 Old Description=Polarized Capacitor (Surface Mount) New Description=MURATA         GRM31CR71H225KA88L.             SMD Multilayer Ceramic Capacitor, 1206 [3216 Metric], 2.2 F, 50 V,  10%, X7R
Change Component Description : Designator=C10 Old Description=Polarized Capacitor (Surface Mount) New Description=MURATA         GRM31CR71H225KA88L.             SMD Multilayer Ceramic Capacitor, 1206 [3216 Metric], 2.2 F, 50 V,  10%, X7R
Change Component Description : Designator=R28 Old Description=Resistor New Description=D11/CRCW0603 100 2K 1% ET1 e3
Change Component Description : Designator=R29 Old Description=Resistor New Description=RESISTOR, 0603, 60R4 1%, 0.1W
Change Component Description : Designator=R30 Old Description=Resistor New Description=RESISTOR, 0603, 60R4 1%, 0.1W
Change Component Description : Designator=R31 Old Description=Resistor New Description=RESISTOR, 0603, 60R4 1%, 0.1W
Change Component Description : Designator=R32 Old Description=Resistor New Description=RESISTOR, 0603, 60R4 1%, 0.1W
Change Component Description : Designator=R26 Old Description=Resistor New Description=RES SMD 806 OHM 1% 1/10W 0603
Change Component Description : Designator=R27 Old Description=Resistor New Description=Res Thick Film 0603 1.21K Ohm 1% 1/10W 100ppm/C Molded SMD Paper T/R
Change Component Description : Designator=R1 Old Description=Resistor New Description=SMD Resistor, Thick film 470 Ohm,  ±  1 %, 0603, CRCW0603470RFKEA, Vishay
Change Component Description : Designator=R2 Old Description=Resistor New Description=VISHAY - CRCW060333R0FKEA. - Resistore su Chip a Mont. Superficiale, Film Spesso, 0603 [1608 Metrico], 33 ohm, Serie CRCW, 75 V
Change Component Description : Designator=R3 Old Description=Resistor New Description=VISHAY - CRCW060333R0FKEA. - Resistore su Chip a Mont. Superficiale, Film Spesso, 0603 [1608 Metrico], 33 ohm, Serie CRCW, 75 V
Change Component Description : Designator=R4 Old Description=Resistor New Description=VISHAY BC COMPONENTS   MCT06030C1002FP500   RESISTOR, 0603, 10KOHM, 100mW, 1PER
Change Component Description : Designator=R5 Old Description=Resistor New Description=VISHAY BC COMPONENTS   MCT06030C1002FP500   RESISTOR, 0603, 10KOHM, 100mW, 1PER
Change Component Description : Designator=R6 Old Description=Resistor New Description=VISHAY BC COMPONENTS   MCT06030C1002FP500   RESISTOR, 0603, 10KOHM, 100mW, 1PER
Change Component Description : Designator=R7 Old Description=Resistor New Description=VISHAY BC COMPONENTS   MCT06030C1002FP500   RESISTOR, 0603, 10KOHM, 100mW, 1PER
Change Component Description : Designator=R8 Old Description=Resistor New Description=VISHAY BC COMPONENTS   MCT06030C1002FP500   RESISTOR, 0603, 10KOHM, 100mW, 1PER
Change component parameters: Designator = "F1" ("F1"); Footprint = "RESC3216X125N"; UniqueID = "\ULGWEYFQ\IWXBPQTC" ("\ULGWEYFQ\IWXBPQTC")
Change component parameters (AddParameter): Name = "Approvals"; Value = "UL,TUV"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Case Code (Imperial)"; Value = "1206"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Case Code (Metric)"; Value = "3216"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Case/Package"; Value = "1206"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Category"; Value = "PTC Resettable Fuses"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "https://datasheet.ciiva.com/18550/0zcj-18550613.pdf?src-supplier=Digi-Key"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "https://datasheet.ciiva.com/18550/0zcj-18550613.pdf?src-supplier=Digi-Key"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Contact Plating"; Value = "Tin,Matte"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Hold Current"; Value = "200mA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Lead Free"; Value = "Lead Free"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "Bel"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number"; Value = "0ZCJ0020FF2E"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Max Current Rating"; Value = "10A"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Max Operating Temperature"; Value = "85°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Max Voltage Rating (DC)"; Value = "30V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Min Operating Temperature"; Value = "-40°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mount"; Value = "Surface Mount"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Number of Terminals"; Value = "2"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package Quantity"; Value = "3000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageDescription"; Value = "Thru-Hole; 2 Leads"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageReference"; Value = "PIN-W2/E2.8"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Packaging"; Value = "Cut Tape"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Power Dissipation"; Value = "400mW"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Pricing 1"; Value = "1=0.12000, 5=0.12000, 10=0.11400, 50=0.10200, 100=0.09500, 250=0.08448, 500=0.07040, 1000=0.06688 (USD)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "RoHS"; Value = "Yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "SPN"; Value = "507-1797-1-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Stock 1"; Value = "117616"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number 1"; Value = "507-1797-1-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Time to Trip"; Value = "0.1s"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Trip Current"; Value = "400mA"; VariantName = "[No Variations]"
Change component parameters: Designator = "C24" ("C24"); Footprint = "4.7 uF"; UniqueID = "\ACSBQNBZ\XMNTCKCO" ("\ACSBQNBZ\XMNTCKCO")
Change component parameters (AddParameter): Name = "Capacitance"; Value = "4.7uF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Case Code (Imperial)"; Value = "0402"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Case Code (Metric)"; Value = "1005"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Case/Package"; Value = "0402"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Category"; Value = "Ceramic Capacitors"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "https://datasheet.ciiva.com/25786/cl05a475mp5nrnc-25786963.pdf?src-supplier=Digi-Key"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "https://datasheet.ciiva.com/25786/cl05a475mp5nrnc-25786963.pdf?src-supplier=Digi-Key"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2Description"; Value = "https://datasheet.ciiva.com/16437/cl05b104kq5nnnc-16437353.pdf?src-supplier=Future+Electronics"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2URL"; Value = "https://datasheet.ciiva.com/16437/cl05b104kq5nnnc-16437353.pdf?src-supplier=Future+Electronics"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Dielectric"; Value = "X5R"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Lead Free"; Value = "Lead Free"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Length"; Value = "0.039inch"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "Samsung"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number"; Value = "CL05A475MP5NRNC"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Max Operating Temperature"; Value = "85°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Min Operating Temperature"; Value = "-55°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mount"; Value = "Surface Mount"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package Quantity"; Value = "10000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Packaging"; Value = "Tape and Reel"; VariantName = "[No Variations]"
